"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Winneshiek County, IA"	"19191"	601	62043	968.7	608.0
	"Woodbury County, IA"	"19193"	2844	307557	924.7	830.6
	"Worth County, IA"	"19195"	279	22739	1227.0	784.1
	"Wright County, IA"	"19197"	490	38465	1273.9	693.9
	"Allen County, KS"	"20001"	506	38341	1319.7	861.1
	"Anderson County, KS"	"20003"	285	23531	1211.2	757.6
	"Atchison County, KS"	"20005"	568	49298	1152.2	910.0
	"Barber County, KS"	"20007"	186	14387	1292.8	826.1
	"Barton County, KS"	"20009"	876	81129	1079.8	764.0
	"Bourbon County, KS"	"20011"	593	44115	1344.2	926.7
	"Brown County, KS"	"20013"	332	29233	1135.7	770.4
	"Butler County, KS"	"20015"	1888	199703	945.4	818.1
	"Chase County, KS"	"20017"	115	8018	1434.3	848.3
	"Chautauqua County, KS"	"20019"	165	10239	1611.5	963.6
	"Cherokee County, KS"	"20021"	761	61576	1235.9	941.3
	"Cheyenne County, KS"	"20023"	107	8042	1330.5	602.5
	"Clark County, KS"	"20025"	107	6281	1703.6	989.0
	"Clay County, KS"	"20027"	323	24821	1301.3	759.3
	"Cloud County, KS"	"20029"	428	27733	1543.3	887.3
	"Coffey County, KS"	"20031"	281	25232	1113.7	749.8
	"Comanche County, KS"	"20033"	105	5646	1859.7	1162.2
	"Cowley County, KS"	"20035"	1330	107441	1237.9	920.1
	"Crawford County, KS"	"20037"	1294	117722	1099.2	921.6
	"Decatur County, KS"	"20039"	127	8648	1468.5	618.6
	"Dickinson County, KS"	"20041"	718	57710	1244.2	798.7
	"Doniphan County, KS"	"20043"	244	23253	1049.3	743.7
	"Douglas County, KS"	"20045"	2067	353785	584.3	666.3
	"Edwards County, KS"	"20047"	112	8930	1254.2	836.9
	"Elk County, KS"	"20049"	121	7848	1541.8	851.1
	"Ellis County, KS"	"20051"	758	86944	871.8	735.9
	"Ellsworth County, KS"	"20053"	262	19023	1377.3	859.6
	"Finney County, KS"	"20055"	641	110770	578.7	689.4
	"Ford County, KS"	"20057"	708	102901	688.0	716.5
	"Franklin County, KS"	"20059"	819	76686	1068.0	891.0
	"Geary County, KS"	"20061"	636	109249	582.2	867.6
	"Gove County, KS"	"20063"	119	7956	1495.7	806.4
	"Graham County, KS"	"20065"	103	7706	1336.6	668.3
	"Grant County, KS"	"20067"	159	23094	688.5	752.1
	"Gray County, KS"	"20069"	170	18207	933.7	811.5
	"Greeley County, KS"	"20071"	70	3915	1788.0	1107.0
	"Greenwood County, KS"	"20073"	309	18703	1652.1	961.6
	"Hamilton County, KS"	"20075"	72	7607	946.5	1005.0
	"Harper County, KS"	"20077"	268	17287	1550.3	935.6
	"Harvey County, KS"	"20079"	1223	104491	1170.4	762.6
	"Haskell County, KS"	"20081"	85	12140	700.2	683.2
	"Hodgeman County, KS"	"20083"	67	5677	1180.2	654.1
	"Jackson County, KS"	"20085"	405	40075	1010.6	763.0
	"Jefferson County, KS"	"20087"	555	56646	979.8	733.6
	"Jewell County, KS"	"20089"	116	8917	1300.9	613.4
	"Johnson County, KS"	"20091"	11273	1736233	649.3	604.9
	"Kearny County, KS"	"20093"	104	11809	880.7	778.5
	"Kingman County, KS"	"20095"	366	22824	1603.6	973.7
	"Kiowa County, KS"	"20097"	70	7566	925.2	553.6
	"Labette County, KS"	"20099"	813	62045	1310.3	928.0
	"Lane County, KS"	"20101"	90	4984	1805.8	1041.5
	"Leavenworth County, KS"	"20103"	1825	238069	766.6	751.3
	"Lincoln County, KS"	"20105"	110	9357	1175.6	668.7
	"Linn County, KS"	"20107"	325	28621	1135.5	783.2
	"Logan County, KS"	"20109"	107	8429	1269.4	713.9
	"Lyon County, KS"	"20111"	824	99954	824.4	722.2
	"McPherson County, KS"	"20113"	1146	86882	1319.0	783.2
	"Marion County, KS"	"20115"	523	36453	1434.7	792.3
	"Marshall County, KS"	"20117"	378	29732	1271.4	712.4
	"Meade County, KS"	"20119"	143	12857	1112.2	751.1
	"Miami County, KS"	"20121"	935	98508	949.2	787.4
	"Mitchell County, KS"	"20123"	223	18833	1184.1	619.1
	"Montgomery County, KS"	"20125"	1332	100019	1331.7	953.9
	"Morris County, KS"	"20127"	240	16901	1420.0	750.7
	"Morton County, KS"	"20129"	108	8898	1213.8	861.2
	"Nemaha County, KS"	"20131"	366	30612	1195.6	655.1
	"Neosho County, KS"	"20133"	607	48875	1241.9	850.3
	"Ness County, KS"	"20135"	141	9066	1555.3	767.5
	"Norton County, KS"	"20137"	205	16573	1237.0	761.7
	"Osage County, KS"	"20139"	607	47746	1271.3	906.5
	"Osborne County, KS"	"20141"	206	11098	1856.2	970.0
	"Ottawa County, KS"	"20143"	223	17898	1245.9	880.0
	"Pawnee County, KS"	"20145"	255	20397	1250.2	833.3
	"Phillips County, KS"	"20147"	215	16351	1314.9	766.6
	"Pottawatomie County, KS"	"20149"	557	69654	799.7	749.3
	"Pratt County, KS"	"20151"	357	29077	1227.8	818.3
	"Rawlins County, KS"	"20153"	122	7652	1594.4	728.3
	"Reno County, KS"	"20155"	2224	190604	1166.8	807.0
	"Republic County, KS"	"20157"	264	14197	1859.5	874.5
	"Rice County, KS"	"20159"	367	29760	1233.2	903.5
	"Riley County, KS"	"20161"	1042	223353	466.5	646.8
	"Rooks County, KS"	"20163"	201	15408	1304.5	805.7
	"Rush County, KS"	"20165"	171	9331	1832.6	935.0
	"Russell County, KS"	"20167"	257	21006	1223.5	695.7
	"Saline County, KS"	"20169"	1590	166172	956.8	739.6
	"Scott County, KS"	"20171"	140	14997	933.5	625.9
	"Sedgwick County, KS"	"20173"	13275	1531021	867.1	819.9
	"Seward County, KS"	"20175"	407	69167	588.4	737.3
	"Shawnee County, KS"	"20177"	5638	535196	1053.4	820.0
	"Sheridan County, KS"	"20179"	99	7545	1312.1	710.1
	"Sherman County, KS"	"20181"	213	18005	1183.0	797.2
	"Smith County, KS"	"20183"	198	11050	1791.9	831.3
	"Stafford County, KS"	"20185"	166	12737	1303.3	787.1
	"Stanton County, KS"	"20187"	64	6240	1025.6	703.9
	"Stevens County, KS"	"20189"	156	17127	910.8	777.0
	"Sumner County, KS"	"20191"	758	70237	1079.2	788.3
	"Thomas County, KS"	"20193"	233	23657	984.9	731.5
	"Trego County, KS"	"20195"	154	8703	1769.5	928.1
	"Wabaunsee County, KS"	"20197"	195	20768	938.9	702.2
	"Wallace County, KS"	"20199"	60	4519	1327.7	626.2
	"Washington County, KS"	"20201"	214	16712	1280.5	664.7
	"Wichita County, KS"	"20203"	70	6427	1089.2	698.8
	"Wilson County, KS"	"20205"	344	26564	1295.0	869.4
	"Woodson County, KS"	"20207"	149	9457	1575.6	905.9
	"Wyandotte County, KS"	"20209"	4073	488781	833.3	892.6
	"Adair County, KY"	"21001"	571	57754	988.7	819.4
	"Allen County, KY"	"21003"	693	61597	1125.1	998.3
	"Anderson County, KY"	"21005"	669	65945	1014.5	895.3
	"Ballard County, KY"	"21007"	324	24490	1323.0	959.2
	"Barren County, KY"	"21009"	1540	130795	1177.4	933.3
	"Bath County, KY"	"21011"	434	36761	1180.6	1000.9
	"Bell County, KY"	"21013"	1206	82161	1467.8	1186.4
	"Boone County, KY"	"21015"	2550	381434	668.5	761.7
	"Bourbon County, KY"	"21017"	660	60091	1098.3	861.2
	"Boyd County, KY"	"21019"	1857	145415	1277.0	961.9
	"Boyle County, KY"	"21021"	973	89634	1085.5	812.8
	"Bracken County, KY"	"21023"	298	25118	1186.4	1040.1
	"Breathitt County, KY"	"21025"	605	40139	1507.3	1315.7
	"Breckinridge County, KY"	"21027"	701	59851	1171.2	932.5
	"Bullitt County, KY"	"21029"	1851	235826	784.9	774.0
	"Butler County, KY"	"21031"	464	38548	1203.7	936.7
	"Caldwell County, KY"	"21033"	502	38038	1319.7	965.1
	"Calloway County, KY"	"21035"	1188	115160	1031.6	883.0
	"Campbell County, KY"	"21037"	2602	275626	944.0	844.9
	"Carlisle County, KY"	"21039"	212	14746	1437.7	960.9
	"Carroll County, KY"	"21041"	435	32155	1352.8	1191.1
	"Carter County, KY"	"21043"	934	81588	1144.8	968.3
	"Casey County, KY"	"21045"	593	47467	1249.3	963.0
	"Christian County, KY"	"21047"	1716	219797	780.7	862.1
	"Clark County, KY"	"21049"	1254	107184	1170.0	968.6
	"Clay County, KY"	"21051"	800	62975	1270.3	1188.4
	"Clinton County, KY"	"21053"	414	30468	1358.8	1125.6
	"Crittenden County, KY"	"21055"	388	27588	1406.4	1015.8
	"Cumberland County, KY"	"21057"	324	20235	1601.2	1069.6
	"Daviess County, KY"	"21059"	3140	297423	1055.7	840.5
	"Edmonson County, KY"	"21061"	434	36197	1199.0	891.6
	"Elliott County, KY"	"21063"	223	22876	974.8	757.1
	"Estill County, KY"	"21065"	593	43088	1376.3	1190.9
	"Fayette County, KY"	"21067"	7119	943941	754.2	781.0
	"Fleming County, KY"	"21069"	538	43618	1233.4	1083.6
	"Floyd County, KY"	"21071"	1573	112928	1392.9	1180.6
	"Franklin County, KY"	"21073"	1623	150796	1076.3	881.5
	"Fulton County, KY"	"21075"	269	18703	1438.3	1019.6
	"Gallatin County, KY"	"21077"	312	25735	1212.4	1339.0
	"Garrard County, KY"	"21079"	511	51373	994.7	822.9
	"Grant County, KY"	"21081"	733	74494	984.0	1059.9
	"Graves County, KY"	"21083"	1374	112010	1226.7	948.4
	"Grayson County, KY"	"21085"	966	78572	1229.4	1047.9
	"Green County, KY"	"21087"	430	33125	1298.1	931.0
	"Greenup County, KY"	"21089"	1408	108206	1301.2	950.7
	"Hancock County, KY"	"21091"	238	26242	906.9	804.4
	"Hardin County, KY"	"21093"	2725	322412	845.2	835.6
	"Harlan County, KY"	"21095"	1217	82879	1468.4	1179.1
	"Harrison County, KY"	"21097"	675	55993	1205.5	995.5
	"Hart County, KY"	"21099"	662	55666	1189.2	996.8
	"Henderson County, KY"	"21101"	1556	139028	1119.2	920.7
	"Henry County, KY"	"21103"	513	46900	1093.8	919.2
	"Hickman County, KY"	"21105"	201	13979	1437.9	811.7
	"Hopkins County, KY"	"21107"	1866	138526	1347.0	1058.4
	"Jackson County, KY"	"21109"	463	40054	1155.9	1024.6
	"Jefferson County, KY"	"21111"	23531	2289564	1027.8	880.1
	"Jessamine County, KY"	"21113"	1422	155301	915.6	856.4
	"Johnson County, KY"	"21115"	878	69473	1263.8	1061.7
	"Kenton County, KY"	"21117"	4545	492750	922.4	888.9
	"Knott County, KY"	"21119"	607	47199	1286.0	1084.5
	"Knox County, KY"	"21121"	1240	95090	1304.0	1092.2
	"Larue County, KY"	"21123"	499	42460	1175.2	876.6
	"Laurel County, KY"	"21125"	1826	180399	1012.2	907.9
	"Lawrence County, KY"	"21127"	619	47636	1299.4	1139.5
	"Lee County, KY"	"21129"	308	20091	1533.0	1353.0
	"Leslie County, KY"	"21131"	474	32137	1474.9	1200.5
	"Letcher County, KY"	"21133"	961	69281	1387.1	1121.7
	"Lewis County, KY"	"21135"	515	40778	1262.9	1020.6
	"Lincoln County, KY"	"21137"	919	73224	1255.1	1034.7
	"Livingston County, KY"	"21139"	388	27954	1388.0	1022.4
	"Logan County, KY"	"21141"	935	80147	1166.6	928.4
	"Lyon County, KY"	"21143"	371	24737	1499.8	946.8
	"McCracken County, KY"	"21145"	2435	195459	1245.8	896.0
	"McCreary County, KY"	"21147"	624	53264	1171.5	1140.8
	"McLean County, KY"	"21149"	381	28437	1339.8	1007.6
	"Madison County, KY"	"21151"	2254	265041	850.4	870.0
	"Magoffin County, KY"	"21153"	472	38448	1227.6	1091.3
	"Marion County, KY"	"21155"	629	57569	1092.6	904.3
	"Marshall County, KY"	"21157"	1327	93546	1418.6	987.4
	"Martin County, KY"	"21159"	407	36908	1102.7	1008.2
	"Mason County, KY"	"21161"	689	51389	1340.8	1078.3
	"Meade County, KY"	"21163"	737	85168	865.3	882.4
	"Menifee County, KY"	"21165"	259	19066	1358.4	1041.4
	"Mercer County, KY"	"21167"	816	64356	1267.9	972.3
	"Metcalfe County, KY"	"21169"	397	29947	1325.7	1027.7
	"Monroe County, KY"	"21171"	466	31913	1460.2	1136.4
	"Montgomery County, KY"	"21173"	910	82793	1099.1	977.2
	"Morgan County, KY"	"21175"	448	39972	1120.8	1006.2
	"Muhlenberg County, KY"	"21177"	1167	93428	1249.1	959.0
	"Nelson County, KY"	"21179"	1208	135496	891.5	864.0
	"Nicholas County, KY"	"21181"	318	21247	1496.7	1193.9
	"Ohio County, KY"	"21183"	871	72658	1198.8	969.3
	"Oldham County, KY"	"21185"	1232	194215	634.3	737.7
	"Owen County, KY"	"21187"	342	31990	1069.1	905.2
	"Owsley County, KY"	"21189"	225	13466	1670.9	1325.6
	"Pendleton County, KY"	"21191"	464	43483	1067.1	966.8
	"Perry County, KY"	"21193"	1253	82602	1516.9	1300.1
	"Pike County, KY"	"21195"	2480	185392	1337.7	1114.0
	"Powell County, KY"	"21197"	506	36961	1369.0	1272.9
	"Pulaski County, KY"	"21199"	2504	191620	1306.8	1038.2
	"Robertson County, KY"	"21201"	106	6512	1627.8	1029.1
	"Rockcastle County, KY"	"21203"	587	50632	1159.3	990.1
	"Rowan County, KY"	"21205"	700	73382	953.9	971.7
	"Russell County, KY"	"21207"	750	53128	1411.7	1044.7
	"Scott County, KY"	"21209"	1116	157607	708.1	843.0
	"Shelby County, KY"	"21211"	1141	136893	833.5	813.5
	"Simpson County, KY"	"21213"	606	53928	1123.7	972.0
	"Spencer County, KY"	"21215"	444	53989	822.4	967.6
	"Taylor County, KY"	"21217"	878	76342	1150.1	917.2
	"Todd County, KY"	"21219"	401	37198	1078.0	929.6
	"Trigg County, KY"	"21221"	492	42616	1154.5	835.0
	"Trimble County, KY"	"21223"	308	26115	1179.4	1017.9
	"Union County, KY"	"21225"	556	45101	1232.8	1086.0
	"Warren County, KY"	"21227"	2925	369342	791.9	832.0
	"Washington County, KY"	"21229"	427	36288	1176.7	904.7
	"Wayne County, KY"	"21231"	741	61319	1208.4	975.7
	"Webster County, KY"	"21233"	525	39789	1319.5	1036.5
	"Whitley County, KY"	"21235"	1488	107839	1379.8	1254.4
	"Wolfe County, KY"	"21237"	334	21626	1544.4	1293.6
	"Woodford County, KY"	"21239"	725	77591	934.4	809.2
	"Acadia Parish, LA"	"22001"	1911	187808	1017.5	945.5
	"Allen Parish, LA"	"22003"	794	76930	1032.1	982.9
	"Ascension Parish, LA"	"22005"	2199	358251	613.8	773.0
	"Assumption Parish, LA"	"22007"	660	68569	962.5	821.7
	"Avoyelles Parish, LA"	"22009"	1446	123341	1172.4	997.3
	"Beauregard Parish, LA"	"22011"	1138	109620	1038.1	977.6
	"Bienville Parish, LA"	"22013"	590	41507	1421.4	999.3
	"Bossier Parish, LA"	"22015"	3134	376539	832.3	823.9
	"Caddo Parish, LA"	"22017"	8303	753003	1102.7	942.8
	"Calcasieu Parish, LA"	"22019"	6088	596109	1021.3	956.2
	"Caldwell Parish, LA"	"22021"	370	30042	1231.6	1036.6
	"Cameron Parish, LA"	"22023"	149	20381	731.1	638.3
	"Catahoula Parish, LA"	"22025"	430	30167	1425.4	1223.3
	"Claiborne Parish, LA"	"22027"	562	48754	1152.7	870.0
	"Concordia Parish, LA"	"22029"	780	60530	1288.6	1074.0
	"De Soto Parish, LA"	"22031"	890	81218	1095.8	920.4
	"East Baton Rouge Parish, LA"	"22033"	11466	1339117	856.2	858.1
	"East Carroll Parish, LA"	"22035"	255	22020	1158.0	1074.1
	"East Feliciana Parish, LA"	"22037"	739	59164	1249.1	1080.3
	"Evangeline Parish, LA"	"22039"	1115	101256	1101.2	1019.7
	"Franklin Parish, LA"	"22041"	851	61193	1390.7	1100.6
	"Grant Parish, LA"	"22043"	616	67111	917.9	881.4
	"Iberia Parish, LA"	"22045"	2207	221115	998.1	955.8
	"Iberville Parish, LA"	"22047"	1071	99146	1080.2	995.0
	"Jackson Parish, LA"	"22049"	590	47642	1238.4	928.7
	"Jefferson Parish, LA"	"22051"	12360	1306936	945.7	792.7
	"Jefferson Davis Parish, LA"	"22053"	1115	94271	1182.8	1000.9
	"Lafayette Parish, LA"	"22055"	5128	716483	715.7	763.8
	"Lafourche Parish, LA"	"22057"	2640	294217	897.3	827.1
	"LaSalle Parish, LA"	"22059"	473	44930	1052.7	887.5
	"Lincoln Parish, LA"	"22061"	1122	142873	785.3	809.3
	"Livingston Parish, LA"	"22063"	3277	413508	792.5	881.7
	"Madison Parish, LA"	"22065"	404	34908	1157.3	1107.6
	"Morehouse Parish, LA"	"22067"	1101	79231	1389.6	1083.7
	"Natchitoches Parish, LA"	"22069"	1217	117574	1035.1	925.7
	"Orleans Parish, LA"	"22071"	9588	1165588	822.6	812.1
	"Ouachita Parish, LA"	"22073"	4671	470505	992.8	939.9
	"Plaquemines Parish, LA"	"22075"	532	70429	755.4	753.3
	"Pointe Coupee Parish, LA"	"22077"	822	66724	1231.9	948.8
	"Rapides Parish, LA"	"22079"	4309	397201	1084.8	950.8
	"Red River Parish, LA"	"22081"	322	25867	1244.8	1003.7
	"Richland Parish, LA"	"22083"	656	61674	1063.7	913.7
	"Sabine Parish, LA"	"22085"	823	72196	1140.0	878.5
	"St. Bernard Parish, LA"	"22087"	1065	135527	785.8	927.1
	"St. Charles Parish, LA"	"22089"	1247	158404	787.2	833.5
	"St. Helena Parish, LA"	"22091"	386	31693	1217.9	985.8
	"St. James Parish, LA"	"22093"	613	64628	948.5	825.9
	"St. John the Baptist Parish, LA"	"22095"	1202	131067	917.1	896.9
	"St. Landry Parish, LA"	"22097"	3007	251496	1195.6	1069.0
	"St. Martin Parish, LA"	"22099"	1502	161249	931.5	905.1
	"St. Mary Parish, LA"	"22101"	1652	158181	1044.4	928.1
	"St. Tammany Parish, LA"	"22103"	6421	749596	856.6	765.4
	"Tangipahoa Parish, LA"	"22105"	3629	386490	939.0	961.9
	"Tensas Parish, LA"	"22107"	171	14120	1211.0	862.8
	"Terrebonne Parish, LA"	"22109"	3039	340890	891.5	889.3
	"Union Parish, LA"	"22111"	796	67410	1180.8	905.6
	"Vermilion Parish, LA"	"22113"	1677	179703	933.2	839.3
	"Vernon Parish, LA"	"22115"	1205	153436	785.3	932.4
	"Washington Parish, LA"	"22117"	1807	138874	1301.2	1093.9
	"Webster Parish, LA"	"22119"	1573	120090	1309.9	976.1
	"West Baton Rouge Parish, LA"	"22121"	648	76407	848.1	861.8
	"West Carroll Parish, LA"	"22123"	431	33897	1271.5	1001.2
	"West Feliciana Parish, LA"	"22125"	390	46061	846.7	767.8
	"Winn Parish, LA"	"22127"	516	43639	1182.4	978.2
	"Androscoggin County, ME"	"23001"	3348	321972	1039.8	830.7
	"Aroostook County, ME"	"23003"	2639	206201	1279.8	809.6
	"Cumberland County, ME"	"23005"	7878	870763	904.7	685.0
	"Franklin County, ME"	"23007"	1005	90243	1113.7	806.6
	"Hancock County, ME"	"23009"	1790	163237	1096.6	716.4
	"Kennebec County, ME"	"23011"	3958	361945	1093.5	816.1
	"Knox County, ME"	"23013"	1454	119308	1218.7	726.5
	"Lincoln County, ME"	"23015"	1273	102415	1243.0	724.0
	"Oxford County, ME"	"23017"	1943	171664	1131.9	778.3
	"Penobscot County, ME"	"23019"	4770	457784	1042.0	791.7
	"Piscataquis County, ME"	"23021"	712	50790	1401.9	883.1
	"Sagadahoc County, ME"	"23023"	1133	105532	1073.6	733.4
	"Somerset County, ME"	"23025"	1832	153229	1195.6	882.3
	"Waldo County, ME"	"23027"	1157	117493	984.7	729.7
	"Washington County, ME"	"23029"	1289	94888	1358.4	903.4
	"York County, ME"	"23031"	5990	604187	991.4	722.9
	"Allegany County, MD"	"24001"	2799	217706	1285.7	900.5
	"Anne Arundel County, MD"	"24003"	12697	1692149	750.3	716.9
	"Baltimore County, MD"	"24005"	23961	2486753	963.5	735.5
	"Calvert County, MD"	"24009"	2020	272472	741.4	701.0
	"Caroline County, MD"	"24011"	1021	97965	1042.2	890.9
	"Carroll County, MD"	"24013"	4638	503007	922.1	758.0
	"Cecil County, MD"	"24015"	2757	307180	897.5	852.1
	"Charles County, MD"	"24017"	3024	468195	645.9	717.1
	"Dorchester County, MD"	"24019"	1183	97186	1217.3	842.4
	"Frederick County, MD"	"24021"	5410	736537	734.5	693.1
	"Garrett County, MD"	"24023"	947	88529	1069.7	738.2
	"Harford County, MD"	"24025"	6217	751009	827.8	730.5
	"Howard County, MD"	"24027"	4731	938095	504.3	530.5
	"Kent County, MD"	"24029"	760	59291	1281.8	714.5
	"Montgomery County, MD"	"24031"	17662	3107876	568.3	482.5
	"Prince George's County, MD"	"24033"	17204	2714699	633.7	692.2
	"Queen Anne's County, MD"	"24035"	1246	146545	850.3	703.0
	"St. Mary's County, MD"	"24037"	2294	334698	685.4	714.4
	"Somerset County, MD"	"24039"	759	77327	981.5	849.7
	"Talbot County, MD"	"24041"	1325	112370	1179.1	626.2
	"Washington County, MD"	"24043"	4552	449321	1013.1	804.1
	"Wicomico County, MD"	"24045"	2879	306134	940.4	842.0
	"Worcester County, MD"	"24047"	1903	154262	1233.6	732.0
	"Baltimore city, MD"	"24510"	19949	1859419	1072.9	1042.8
	"Barnstable County, MA"	"25001"	8781	643755	1364.0	692.7
	"Berkshire County, MA"	"25003"	4466	383207	1165.4	711.0
	"Bristol County, MA"	"25005"	15880	1670362	950.7	745.1
	"Dukes County, MA"	"25007"	441	51746	852.2	596.9
	"Essex County, MA"	"25009"	20122	2325520	865.3	673.6
	"Franklin County, MA"	"25011"	2148	211897	1013.7	734.3
	"Hampden County, MA"	"25013"	13368	1406578	950.4	752.1
	"Hampshire County, MA"	"25015"	3742	483908	773.3	653.2
	"Middlesex County, MA"	"25017"	34055	4740764	718.3	607.6
	"Nantucket County, MA"	"25019"	222	32631	680.3	602.4
	"Norfolk County, MA"	"25021"	17495	2084219	839.4	628.3
	"Plymouth County, MA"	"25023"	13826	1530382	903.4	722.1
	"Suffolk County, MA"	"25025"	14208	2329455	609.9	653.3
	"Worcester County, MA"	"25027"	21213	2451506	865.3	731.6
	"Alcona County, MI"	"26001"	555	31124	1783.2	831.9
	"Alger County, MI"	"26003"	375	27990	1339.8	794.7
	"Allegan County, MI"	"26005"	3017	343987	877.1	757.0
	"Alpena County, MI"	"26007"	1112	86427	1286.6	778.6
	"Antrim County, MI"	"26009"	830	69521	1193.9	698.2
	"Arenac County, MI"	"26011"	607	45726	1327.5	841.7
	"Baraga County, MI"	"26013"	297	25672	1156.9	837.4
	"Barry County, MI"	"26015"	1630	178378	913.8	717.9
	"Bay County, MI"	"26017"	3729	316536	1178.1	826.7
	"Benzie County, MI"	"26019"	616	52519	1172.9	696.5
	"Berrien County, MI"	"26021"	5395	464078	1162.5	845.7
	"Branch County, MI"	"26023"	1373	130703	1050.5	859.7
	"Calhoun County, MI"	"26025"	4483	403809	1110.2	863.3
	"Cass County, MI"	"26027"	1587	155077	1023.4	758.9
	"Charlevoix County, MI"	"26029"	848	78556	1079.5	701.5
	"Cheboygan County, MI"	"26031"	968	76497	1265.4	736.5
	"Chippewa County, MI"	"26033"	1062	113983	931.7	762.8
	"Clare County, MI"	"26035"	1305	91671	1423.6	959.0
	"Clinton County, MI"	"26037"	1833	232641	787.9	665.3
	"Crawford County, MI"	"26039"	502	41309	1215.2	781.9
	"Delta County, MI"	"26041"	1288	109182	1179.7	713.2
	"Dickinson County, MI"	"26043"	955	77204	1237.0	735.0
	"Eaton County, MI"	"26045"	2927	326515	896.4	722.6
	"Emmet County, MI"	"26047"	1125	99498	1130.7	726.6
	"Genesee County, MI"	"26049"	13587	1231870	1103.0	906.0
	"Gladwin County, MI"	"26051"	1037	75792	1368.2	833.8
	"Gogebic County, MI"	"26053"	603	46364	1300.6	760.1
	"Grand Traverse County, MI"	"26055"	2564	274577	933.8	692.8
	"Gratiot County, MI"	"26057"	1344	124322	1081.1	799.9
	"Hillsdale County, MI"	"26059"	1435	137669	1042.4	806.7
	"Houghton County, MI"	"26061"	1075	109420	982.5	786.2
	"Huron County, MI"	"26063"	1414	95359	1482.8	853.6
	"Ingham County, MI"	"26065"	6396	857844	745.6	766.4
	"Ionia County, MI"	"26067"	1603	192697	831.9	821.4
	"Iosco County, MI"	"26069"	1249	76098	1641.3	892.3
	"Iron County, MI"	"26071"	557	33887	1643.7	755.8
	"Isabella County, MI"	"26073"	1451	212031	684.3	760.9
	"Jackson County, MI"	"26075"	5060	477522	1059.6	839.0
	"Kalamazoo County, MI"	"26077"	6379	780614	817.2	737.5
	"Kalkaska County, MI"	"26079"	584	51905	1125.1	896.5
	"Kent County, MI"	"26081"	14171	1908495	742.5	707.7
	"Keweenaw County, MI"	"26083"	68	6590	1031.9	598.5
	"Lake County, MI"	"26085"	467	34220	1364.7	854.2
	"Lapeer County, MI"	"26087"	2568	265021	969.0	817.7
	"Leelanau County, MI"	"26089"	694	65517	1059.3	538.1
	"Lenawee County, MI"	"26091"	3163	295589	1070.1	836.4
	"Livingston County, MI"	"26093"	4268	561701	759.8	677.5
	"Luce County, MI"	"26095"	229	19231	1190.8	799.1
	"Mackinac County, MI"	"26097"	430	32783	1311.7	764.8
	"Macomb County, MI"	"26099"	25828	2594041	995.7	788.8
	"Manistee County, MI"	"26101"	936	73240	1278.0	783.2
	"Marquette County, MI"	"26103"	2050	201501	1017.4	774.3
	"Mason County, MI"	"26105"	995	86449	1151.0	754.7
	"Mecosta County, MI"	"26107"	1161	129517	896.4	744.1
	"Menominee County, MI"	"26109"	822	70369	1168.1	697.1
	"Midland County, MI"	"26111"	2221	250539	886.5	658.2
	"Missaukee County, MI"	"26113"	512	45040	1136.8	815.4
	"Monroe County, MI"	"26115"	4379	448638	976.1	787.2
	"Montcalm County, MI"	"26117"	1808	188667	958.3	785.9
	"Montmorency County, MI"	"26119"	459	27731	1655.2	862.5
	"Muskegon County, MI"	"26121"	5108	518386	985.4	830.3
	"Newaygo County, MI"	"26123"	1477	143842	1026.8	779.3
	"Oakland County, MI"	"26125"	31455	3722989	844.9	688.2
	"Oceana County, MI"	"26127"	848	78320	1082.7	814.7
	"Ogemaw County, MI"	"26129"	967	62878	1537.9	957.5
	"Ontonagon County, MI"	"26131"	321	18092	1774.3	841.2
	"Osceola County, MI"	"26133"	729	69327	1051.5	785.7
	"Oscoda County, MI"	"26135"	363	24895	1458.1	869.0
	"Otsego County, MI"	"26137"	785	72848	1077.6	764.0
	"Ottawa County, MI"	"26139"	5695	839236	678.6	626.7
	"Presque Isle County, MI"	"26141"	586	38609	1517.8	728.3
	"Roscommon County, MI"	"26143"	1237	71435	1731.6	939.6
	"Saginaw County, MI"	"26145"	6302	580868	1084.9	808.1
	"St. Clair County, MI"	"26147"	5312	479568	1107.7	859.9
	"St. Joseph County, MI"	"26149"	2010	182731	1100.0	875.2
	"Sanilac County, MI"	"26151"	1506	124552	1209.1	850.9
	"Schoolcraft County, MI"	"26153"	319	24320	1311.7	732.8
	"Shiawassee County, MI"	"26155"	2179	205910	1058.2	846.5
	"Tuscola County, MI"	"26157"	1783	161133	1106.5	809.2
	"Van Buren County, MI"	"26159"	2223	225480	985.9	812.0
	"Washtenaw County, MI"	"26161"	6565	1084536	605.3	622.5
	"Wayne County, MI"	"26163"	54464	5271347	1033.2	908.9
	"Wexford County, MI"	"26165"	1065	99027	1075.5	828.1
	"Aitkin County, MN"	"27001"	669	46941	1425.2	763.1
	"Anoka County, MN"	"27003"	6050	1031360	586.6	622.3
	"Becker County, MN"	"27005"	1021	100553	1015.4	720.1
	"Beltrami County, MN"	"27007"	1204	137447	876.0	775.9
	"Benton County, MN"	"27009"	1051	119155	882.0	723.7
	"Big Stone County, MN"	"27011"	221	15209	1453.1	685.3
	"Blue Earth County, MN"	"27013"	1479	197678	748.2	664.7
